fold,epoch,best_ACC,best_F1,EXT_acc,EXT_f1,EXT_PCC,EXT_CCC,NEU_acc,NEU_f1,NEU_PCC,NEU_CCC,AGR_acc,AGR_f1,AGR_PCC,AGR_CCC,CON_acc,CON_f1,CON_PCC,CON_CCC,OPN_acc,OPN_f1,OPN_PCC,OPN_CCC,avg_acc,avg_f1,avg_PCC,avg_CCC
0,0,False,False,tensor(0.8474),0.8474398189643059,0.7237034440040588,0.6790040655166155,tensor(0.5895),0.5261834961611533,0.39242929220199585,0.23190327342761996,tensor(0.6513),0.6286686581536072,0.3672090768814087,0.22939648603068857,tensor(0.5854),0.5805139108375614,0.24569272994995117,0.11967879996732754,tensor(0.5418),0.42963457563291785,0.18976496160030365,0.07193509871773163,tensor(0.6431),0.6024880919499093,0.38375992,0.2663835447319966
0,1,False,False,tensor(0.8946),0.8943714029795427,0.8082594871520996,0.7890919720702625,tensor(0.7795),0.7756879277292015,0.7023375034332275,0.6536413537386272,tensor(0.7537),0.7468044183629496,0.6053491234779358,0.5273428808167501,tensor(0.7101),0.7090630671506353,0.5219110250473022,0.4353873976289497,tensor(0.6792),0.6613977510726123,0.4840300381183624,0.39139836935701994,tensor(0.7634),0.7574649134589884,0.62437737,0.5593723947223219
0,2,False,False,tensor(0.9189),0.9188000683182396,0.8639116287231445,0.855973110206864,tensor(0.8343),0.8323634208441499,0.7713679671287537,0.7480249196957285,tensor(0.8322),0.8304222701333355,0.7223706245422363,0.6899036717260857,tensor(0.7430),0.7423422820088479,0.5866398811340332,0.5183671633416814,tensor(0.7978),0.7937335076966048,0.6787506937980652,0.6409621485717647,tensor(0.8252),0.8235323098002354,0.7246082,0.6906462027084249
0,3,False,False,tensor(0.9392),0.9391044370735562,0.8961408734321594,0.8928504408362774,tensor(0.8611),0.8596978870154327,0.820289134979248,0.8055317878158935,tensor(0.8606),0.8587318345789684,0.7852180600166321,0.7680404006588399,tensor(0.7628),0.7622920940118133,0.6375641822814941,0.5716659120062582,tensor(0.8332),0.8320310104398883,0.7316500544548035,0.7067259535422237,tensor(0.8514),0.8503714526239318,0.7741724,0.7489628989718986
0,4,False,False,tensor(0.9615),0.9614500229323363,0.9209259748458862,0.9195479348499986,tensor(0.8996),0.8991300458990387,0.8595014214515686,0.852756203621804,tensor(0.8839),0.882334083106305,0.831195592880249,0.8195563115429312,tensor(0.8165),0.8162431820520737,0.704517662525177,0.6691143452889393,tensor(0.8819),0.8811627980921277,0.8121877908706665,0.8013139486664969,tensor(0.8887),0.8880640264163763,0.82566565,0.8124577487940339
0,5,False,False,tensor(0.9620),0.9619416142310971,0.9275860786437988,0.926326740569024,tensor(0.9250),0.9247316151755482,0.8925028443336487,0.8889144610161139,tensor(0.9230),0.9223630527078803,0.8799068331718445,0.8751759683912397,tensor(0.8464),0.8463811420214911,0.7705113887786865,0.7498236353579444,tensor(0.9159),0.9154684057623892,0.8615871667861938,0.8559559074994684,tensor(0.9144),0.9141771659796811,0.86641884,0.859239342566758
0,6,False,False,tensor(0.9660),0.9660057917525259,0.9385009407997131,0.9381067914989522,tensor(0.9427),0.9426073892770712,0.9068470597267151,0.9052614841397274,tensor(0.9361),0.9356197234163774,0.9068115949630737,0.9051471889237491,tensor(0.8870),0.8869444112541932,0.8270416855812073,0.8166003548801118,tensor(0.9326),0.9322775811641095,0.898125171661377,0.8952034980306758,tensor(0.9329),0.9326909793728554,0.89546525,0.8920638634946432
0,7,False,False,tensor(0.9721),0.9720978656146402,0.9413347244262695,0.9408491463135522,tensor(0.9595),0.9593939344046365,0.9283844232559204,0.9277557040851595,tensor(0.9463),0.9459054979618019,0.928547739982605,0.9268976632839084,tensor(0.9067),0.9067116467052327,0.8727124929428101,0.8675851192089795,tensor(0.9493),0.9490981628900066,0.9240568280220032,0.9227071774362031,tensor(0.9468),0.9466414215152635,0.9190073,0.9171589620655606
0,8,False,False,tensor(0.9772),0.9771680690875173,0.9520362615585327,0.9517387464853689,tensor(0.9630),0.962942589302599,0.9418049454689026,0.9413877353713511,tensor(0.9605),0.9602207871163057,0.9416379928588867,0.9410316867031021,tensor(0.9301),0.9300505595461972,0.9051008224487305,0.9028670648985858,tensor(0.9605),0.9603407682903446,0.9347547888755798,0.9335579321231178,tensor(0.9582),0.9581445546685927,0.935067,0.9341166331163052
0,9,False,False,tensor(0.9838),0.9837674959120499,0.9671000242233276,0.966998120437668,tensor(0.9868),0.9868146160410434,0.9604510068893433,0.9606852814556307,tensor(0.9665),0.9663460246244818,0.9614983201026917,0.9615033271358983,tensor(0.9706),0.9705991470119727,0.9515143632888794,0.950712299455242,tensor(0.9747),0.9745964793012165,0.9596536159515381,0.959159448802512,tensor(0.9765),0.9764247525781528,0.96004355,0.9598116954573902
