fold,epoch,best_ACC,best_F1,EXT_acc,EXT_f1,EXT_PCC,EXT_CCC,NEU_acc,NEU_f1,NEU_PCC,NEU_CCC,AGR_acc,AGR_f1,AGR_PCC,AGR_CCC,CON_acc,CON_f1,CON_PCC,CON_CCC,OPN_acc,OPN_f1,OPN_PCC,OPN_CCC,avg_acc,avg_f1,avg_PCC,avg_CCC
0,0,False,False,0.7404966950416565,0.7305542041157742,0.5039910674095154,0.47374371026951656,0.6391282081604004,0.6379405973257456,0.2334756851196289,0.22427974935156458,0.5899645090103149,0.5346927364693008,0.16149547696113586,0.12722346246660302,0.6411556005477905,0.6385032948877999,0.36354368925094604,0.35545914165223136,0.5823618769645691,0.5525840697833142,0.12867197394371033,0.11911228448496876,0.6386213898658752,0.618854980516387,0.2782356,0.25996366964497686
0,1,False,False,0.899645209312439,0.8993919021933963,0.8274363279342651,0.8257253665674114,0.7886467576026917,0.7851416409325647,0.7043792009353638,0.6832516434123818,0.7607703804969788,0.7563075699212862,0.6037560701370239,0.5654370311383373,0.7465788125991821,0.745939146953021,0.6209715008735657,0.575829296176642,0.7060314416885376,0.6986396463965483,0.517741322517395,0.4730618908302687,0.78033447265625,0.7770839812793633,0.65485686,0.6246610456250082
0,2,False,False,0.9123162627220154,0.9120624460742297,0.850914716720581,0.8504421617689875,0.8210846185684204,0.8184427613048199,0.7582792639732361,0.7443832638067024,0.7840851545333862,0.7791478265256573,0.6749700307846069,0.6527444523754654,0.7572225332260132,0.7566934799762632,0.6457733511924744,0.6100473889862381,0.7263051271438599,0.7201330223174884,0.5687028765678406,0.5300059986016858,0.8002027273178101,0.7972959072396917,0.6997281,0.6775246531078158
0,3,False,False,0.9214394092559814,0.9212529995393346,0.8582306504249573,0.8579653362147293,0.835783064365387,0.8338831996607252,0.779943585395813,0.7716959356119684,0.8109477758407593,0.8071744320071017,0.7085874676704407,0.6875091023395917,0.7840851545333862,0.7837384291421973,0.6794448494911194,0.6508201092064654,0.746071994304657,0.7405436264776096,0.6148630380630493,0.5853636820131076,0.8196654319763184,0.8173185373653936,0.7282139,0.7106708330771724
0,4,False,False,0.9254941940307617,0.9253173608534335,0.8700502514839172,0.8701344953675695,0.8428788781166077,0.8414851973718311,0.7891923785209656,0.7826583060919554,0.8281804323196411,0.8250961994830135,0.7427407503128052,0.7268944877378728,0.7927014827728271,0.7923250361005674,0.6999452114105225,0.6744570449333323,0.7724277973175049,0.7684686886216354,0.6391293406486511,0.6111291232193157,0.8323365449905396,0.8305384964860961,0.74821156,0.7330546914700091
0,5,False,False,0.9219462871551514,0.9216893988597821,0.8716724514961243,0.8715346483537153,0.846426784992218,0.8448643774206732,0.7918723225593567,0.7862401488597157,0.8433856964111328,0.8407463221090363,0.7422011494636536,0.7327152448370784,0.809934139251709,0.8095552492480665,0.7198182344436646,0.7017484489397396,0.7845919728279114,0.7806041539278273,0.665762722492218,0.643499992586889,0.8412569761276245,0.8394919003130772,0.7582654,0.7471476967154277
0,6,False,False,0.9330968260765076,0.9329139748384903,0.8834724426269531,0.8838387295582438,0.8520020246505737,0.8504809598850596,0.805472731590271,0.8004993420792742,0.8388241529464722,0.8363415830220571,0.7590571045875549,0.7497161974298473,0.8160161972045898,0.8157843361937986,0.7206540107727051,0.7027978856962204,0.7861125469207764,0.7822432497463098,0.6723281145095825,0.6509992806726123,0.8452102541923523,0.8435528207371432,0.7681969,0.7575702870872396
0,7,False,False,0.9275215268135071,0.9273195973222481,0.8821784257888794,0.8822234449935583,0.8565636277198792,0.855220971475348,0.8115625381469727,0.807165945122855,0.8560567498207092,0.8538024329559497,0.7826989889144897,0.7773271780022074,0.826153039932251,0.8259339595440025,0.7237783670425415,0.7090404362263178,0.7972630262374878,0.793364627124218,0.7041596174240112,0.6895515415815137,0.85271155834198,0.8511283176843533,0.78087556,0.7730617091852905
0,8,False,False,0.9346173405647278,0.934462173810156,0.8867045640945435,0.8870091850861471,0.8565636277198792,0.855220971475348,0.8118383288383484,0.8086958981554534,0.8504815101623535,0.8480812272837017,0.7754948139190674,0.7690437983221382,0.8281804323196411,0.8278533654644273,0.7421265840530396,0.7339268874328851,0.8114546537399292,0.8087413068494522,0.7082241177558899,0.694332961290113,0.8562595248222351,0.8548718089766171,0.78487766,0.7786017460573473
0,9,False,False,0.9401925802230835,0.9400651006269102,0.8941397070884705,0.8944166848157785,0.8702483773231506,0.8689947814539305,0.8355315923690796,0.8333323839290713,0.8783578276634216,0.8764842136015525,0.8110195994377136,0.8068322368741613,0.826153039932251,0.8259921437422106,0.73871910572052,0.7296525835045543,0.8291941285133362,0.8269232020695259,0.7296519875526428,0.7188140624287682,0.8688292503356934,0.867691888298826,0.80181235,0.7966095903104667
0,10,False,False,0.9376583695411682,0.937477924087458,0.8994365334510803,0.8998373496140406,0.864166259765625,0.8627983974758169,0.8305696845054626,0.8289834414667546,0.8849467635154724,0.8831598095895511,0.8187800645828247,0.8160811925224527,0.8378104567527771,0.8375757376185458,0.7599425315856934,0.7526170103009506,0.8165230751037598,0.8144408695344927,0.734155535697937,0.7244601401027203,0.8682209849357605,0.8670905476611729,0.8085769,0.8043958268013839
0,11,False,False,0.9533705115318298,0.9532575219142383,0.9119365215301514,0.9123170532900917,0.8788646459579468,0.8778018867166657,0.8368602991104126,0.8352964528446405,0.8854536414146423,0.8838894374588573,0.8212132453918457,0.820190890664001,0.853522539138794,0.8532813356769332,0.7755615711212158,0.7717815273770521,0.8388241529464722,0.8365840419569054,0.7558948993682861,0.7499379585554918,0.8820071220397949,0.8809628447447201,0.8202933,0.8179047765462555
0,12,False,False,0.9442473649978638,0.9441008538766494,0.9012905359268188,0.9015808777458993,0.8712620139122009,0.870095081083323,0.8404223322868347,0.8396157456790988,0.8803852200508118,0.8786038614999239,0.8270094990730286,0.8258453949707933,0.8606183528900146,0.8603652443218974,0.786916971206665,0.7829547811871432,0.8281804323196411,0.825771411379026,0.7458164691925049,0.740271627140388,0.8769386410713196,0.8757872904321641,0.82029116,0.8180536853446645
0,13,False,False,0.9695894718170166,0.9695274515497291,0.9355123043060303,0.9358856911874152,0.9082615375518799,0.9076388502735688,0.8925440311431885,0.8906939671180176,0.9270147085189819,0.9261210097669048,0.8888363838195801,0.8858003006094016,0.8966041803359985,0.896529491609082,0.8506155610084534,0.8449801310785412,0.8905220627784729,0.8893272502898171,0.8340957164764404,0.8279724737574921,0.918398380279541,0.9178288106978204,0.8803207,0.8770665127501734
0,14,False,False,0.9711099863052368,0.9710470320639812,0.9396326541900635,0.9400729391195032,0.917384684085846,0.9169422568687495,0.8991081714630127,0.8974133569536046,0.9320831298828125,0.9312669374580138,0.9020084142684937,0.9008185226126226,0.9113025665283203,0.9112455847714878,0.8597874641418457,0.855510713468391,0.9026862382888794,0.9017263063519274,0.8501505851745605,0.8447425044402032,0.9269133806228638,0.926445623502832,0.8901375,0.8877116073188649
0,15,False,False,0.9746578931808472,0.9746085103316209,0.944240152835846,0.94466247141033,0.9275215268135071,0.9271956658895235,0.9019309878349304,0.9001380812474022,0.9406994581222534,0.9400067831232775,0.9108408093452454,0.910036748573325,0.9072478413581848,0.9071309463456341,0.861003041267395,0.8568588612426903,0.91028892993927,0.9094312171198939,0.8596878051757812,0.8558160166392392,0.9320831298828125,0.93167462456199,0.89554054,0.8935024358225974
0,16,False,False,0.972630500793457,0.9725819899944413,0.943897008895874,0.944208580671898,0.917384684085846,0.9169422568687495,0.9032920598983765,0.901051816417495,0.9351241588592529,0.9343445372733266,0.9127677083015442,0.9120908756063507,0.9153573513031006,0.9152506450257971,0.8666076064109802,0.8632240711020409,0.8930562734603882,0.8918543226136619,0.8575266003608704,0.8532846688977779,0.9267106056213379,0.9261947503551953,0.8968183,0.8947720025391124
